"passer_player_name","szn","posteam","epa_db","cpoe"
"A.Feeley",2011,"STL",-0.199301421074543,NA
"M.Stafford",2011,"DET",0.153252127074059,"0.01538324"
"J.Freeman",2011,"TB",-0.114668052875129,"0.002051248"
"J.Cutler",2011,"CHI",-0.0410072747719487,"-0.04998167"
"M.Ryan",2011,"ATL",0.15435062316918,"0.0001969688"
"M.Cassel",2011,"KC",-0.0909141547252088,"-0.01630053"
"R.Fitzpatrick",2011,"BUF",-0.0153174169813823,"-0.01001604"
"M.Hasselbeck",2011,"TEN",-0.0253038275809552,"-0.01537103"
"M.Schaub",2011,"HOU",0.242635596580445,"-0.01800715"
"C.McCoy",2011,"CLE",-0.063961516209428,"-0.06528774"
"A.Dalton",2011,"CIN",-0.0307943987921229,"-0.04476102"
"P.Rivers",2011,"SD",0.184346078359614,"0.0158656"
"D.McNabb",2011,"MIN",-0.15933345459114,"-0.03239425"
"T.Jackson",2011,"SEA",-0.0504120467087797,"-0.01801495"
"C.Newton",2011,"CAR",0.0357173902537835,"-0.01448411"
"K.Kolb",2011,"ARI",-0.00728105399159626,"-0.04099794"
"R.Grossman",2011,"WAS",-0.0124074077842352,"-0.02903119"
"E.Manning",2011,"NYG",0.130778920399329,"0.00547505"
"T.Romo",2011,"DAL",0.150377272373417,"0.0300731"
"M.Sanchez",2011,"NYJ",-0.140014428284287,"-0.0572099"
"C.Henne",2011,"MIA",0.122794441557716,"-0.04635955"
"T.Brady",2011,"NE",0.27679078523983,"0.03076869"
"K.Orton",2011,"DEN",-0.0824028112795982,"-0.04467823"
"J.Campbell",2011,"OAK",0.0450295915225811,"0.003186946"
"T.Palko",2011,"KC",-0.205085738277818,"-0.02197559"
"B.Gabbert",2011,"JAC",-0.254376007756326,"-0.1218582"
"Alex Smith",2011,"SF",0.00396372526231273,"-0.0312004"
"C.Painter",2011,"IND",-0.243919654261164,"-0.07749396"
"M.Moore",2011,"MIA",-0.0679970621911511,"-0.003837548"
"T.Tebow",2011,"DEN",-0.253287099506492,"-0.0972428"
"V.Young",2011,"PHI",-0.0272248184611889,"-0.01050716"
"J.Beck",2011,"WAS",-0.240708821265631,"-0.01191354"
"C.Ponder",2011,"MIN",-0.175226564028901,"-0.06833321"
"C.Palmer",2011,"OAK",0.132346050899661,"0.01734985"
"D.Orlovsky",2011,"IND",0.00234179154734041,"0.01538992"
"J.Skelton",2011,"ARI",-0.158731945319413,"-0.05171598"
"T.Yates",2011,"HOU",0.0102596662097746,"0.001795825"
"C.Hanie",2011,"CHI",-0.568811313900231,NA
"S.Wallace",2011,"CLE",-0.215892683092543,"-0.1177838"
"T.Romo",2012,"DAL",0.13814828621075,"0.03973403"
"E.Manning",2012,"NYG",0.103679358183328,"-0.01074079"
"J.Cutler",2012,"CHI",-0.0881579005734628,"-0.02178618"
"A.Luck",2012,"IND",0.0408972848011368,"-0.05214691"
"M.Ryan",2012,"ATL",0.205975592238655,"0.05496002"
"M.Cassel",2012,"KC",-0.146409186719339,"-0.02205474"
"M.Vick",2012,"PHI",-0.0188932566761993,"-0.026851"
"B.Weeden",2012,"CLE",-0.081781504268802,"-0.05822746"
"D.Brees",2012,"NO",0.173082027929842,"0.01009933"
"R.Griffin",2012,"WAS",0.170833960126981,"0.03119412"
"M.Stafford",2012,"DET",0.0330617034340389,"-0.01593631"
"S.Bradford",2012,"STL",0.0095101995520033,"-0.01937016"
"J.Locker",2012,"TEN",-0.112104148104523,"-0.0375453"
"T.Brady",2012,"NE",0.257690779488592,"0.009431854"
"M.Hasselbeck",2012,"TEN",-0.0729231455372563,"-0.001929376"
"C.Ponder",2012,"MIN",-0.0193669779942011,"-0.02165839"
"B.Gabbert",2012,"JAC",-0.165676791396089,"-0.05019567"
"M.Sanchez",2012,"NYJ",-0.20565959912048,"-0.06744577"
"R.Fitzpatrick",2012,"BUF",-0.0126430983080636,"-0.02451354"
"M.Schaub",2012,"HOU",0.120636882086702,"0.009412704"
"R.Tannehill",2012,"MIA",-0.0969443782400463,"-0.0399007"
"R.Wilson",2012,"SEA",0.171023960872808,"0.03472424"
"J.Skelton",2012,"ARI",-0.305906847825097,"-0.08453652"
"K.Kolb",2012,"ARI",-0.0892828877388035,"-0.0415915"
"A.Rodgers",2012,"GB",0.176283854473877,"0.0446584"
"A.Smith",2012,"SF",0.134943236430127,"0.06347478"
"C.Newton",2012,"CAR",0.0854342057982157,"-0.04034937"
"J.Freeman",2012,"TB",0.0608153083326092,"-0.05131788"
"P.Manning",2012,"DEN",0.232809210608938,"0.06005012"
"B.Roethlisberger",2012,"PIT",0.105183506354803,"0.01800602"
"J.Flacco",2012,"BAL",0.0315671004577278,"-0.007694929"
"A.Dalton",2012,"CIN",-0.0471825769558797,"0.002083114"
"C.Palmer",2012,"OAK",0.00104425549978266,"-0.008137109"
"P.Rivers",2012,"SD",-0.0109048668633329,"0.009501537"
"C.Henne",2012,"JAC",-0.13153426537962,"-0.06873362"
"C.Kaepernick",2012,"SF",0.18343048838436,"0.01562547"
"B.Quinn",2012,"KC",-0.347750373691816,"-0.05642592"
"N.Foles",2012,"PHI",-0.108522971818443,"-0.01137311"
"R.Lindley",2012,"ARI",-0.511212089628,"-0.1116986"
"P.Manning",2013,"DEN",0.366679397573716,"0.04779927"
"J.Flacco",2013,"BAL",-0.0838532236229047,"-0.02250199"
"T.Brady",2013,"NE",0.0896038560015799,"-0.01351201"
"E.Manuel",2013,"BUF",-0.204375684316406,"-0.0330846"
"B.Roethlisberger",2013,"PIT",0.0965205586853752,"0.03223459"
"J.Locker",2013,"TEN",0.0220483953260214,"0.002513377"
"D.Brees",2013,"NO",0.224781991553152,"0.05609144"
"M.Ryan",2013,"ATL",0.0425594247890494,"0.03267337"
"J.Freeman",2013,"TB",-0.24881786113292,NA
"G.Smith",2013,"NYJ",-0.11512454354226,"-0.05745901"
"A.Smith",2013,"KC",-0.000827961327449614,"-0.03936856"
"C.Henne",2013,"JAC",-0.0961311410818241,"-0.02976695"
"C.Newton",2013,"CAR",0.0352375875966525,"-0.001707597"
"R.Wilson",2013,"SEA",0.139442797862491,"0.02352618"
"J.Cutler",2013,"CHI",-0.0270559304686984,"0.02753824"
"A.Dalton",2013,"CIN",0.0676960401529223,"-0.002323108"
"B.Weeden",2013,"CLE",-0.149707989093412,"-0.09150623"
"R.Tannehill",2013,"MIA",-0.021462755473318,"-0.005392681"
"M.Stafford",2013,"DET",0.0797348749605822,"-0.03362596"
"C.Ponder",2013,"MIN",-0.114633979032991,"0.0157906"
"T.Pryor",2013,"OAK",-0.135015272914279,"-0.04699788"
"A.Luck",2013,"IND",0.0169457523897866,"-0.02016205"
"A.Rodgers",2013,"GB",0.273540334326281,"0.03631854"
"C.Kaepernick",2013,"SF",0.0775558570032465,"-0.03400777"
"S.Bradford",2013,"STL",-0.059989337713768,"-0.03061373"
"C.Palmer",2013,"ARI",0.022858553918216,"0.02010361"
"T.Romo",2013,"DAL",0.0807426509108319,"0.006176516"
"E.Manning",2013,"NYG",-0.115505766704373,"-0.03360304"
"M.Vick",2013,"PHI",0.0108144563234921,"-0.04207477"
"R.Griffin",2013,"WAS",-0.0167845046974082,"-0.01047258"
"M.Schaub",2013,"HOU",-0.105497929066265,"-0.01829431"
"P.Rivers",2013,"SD",0.304754134059101,"0.06689055"
"N.Foles",2013,"PHI",0.250164857039997,"0.02756928"
"J.Campbell",2013,"CLE",-0.101783556385152,"-0.05554468"
"B.Hoyer",2013,"CLE",0.0205201662362325,NA
"M.Glennon",2013,"TB",-0.0673322171117785,"-0.02388489"
"M.Cassel",2013,"MIN",-0.037395398543322,"-0.01875338"
"R.Fitzpatrick",2013,"TEN",0.0607770008113591,"0.003143646"
"T.Lewis",2013,"BUF",-0.0299681246100542,"-0.02587571"
"J.McCown",2013,"CHI",0.326957757686392,"0.03585706"
"K.Clemens",2013,"STL",-0.0629772872251649,"-0.03099736"
"C.Keenum",2013,"HOU",-0.144455374742001,"-0.06843662"
"K.Cousins",2013,"WAS",-0.284952294557009,"-0.1010797"
"M.McGloin",2013,"OAK",0.0158966256086109,"-0.0549123"
"M.Flynn",2013,"GB",-0.0856296498290002,"-0.02521172"
"A.Rodgers",2014,"GB",0.324743558480653,"0.02600501"
"R.Wilson",2014,"SEA",0.0855859345265964,"0.003660866"
"D.Brees",2014,"NO",0.173932245206584,"0.06770097"
"M.Ryan",2014,"ATL",0.139689624048453,"0.03573768"
"S.Hill",2014,"STL",-0.105737309450379,"-0.009003835"
"A.Davis",2014,"STL",-0.0850682339418946,"0.01514202"
"B.Roethlisberger",2014,"PIT",0.224935822299102,"0.05922868"
"B.Hoyer",2014,"CLE",0.035003140828058,"-0.05013802"
"N.Foles",2014,"PHI",-0.0180640156635359,"-0.01241389"
"G.Smith",2014,"NYJ",-0.00247002857744884,"-0.02476272"
"D.Carr",2014,"OAK",-0.0883218433333437,"-0.03726536"
"M.Vick",2014,"NYJ",-0.289134454573822,"-0.07080339"
"A.Dalton",2014,"CIN",0.00449500805520185,"0.008531364"
"J.Flacco",2014,"BAL",0.109485795904617,"0.00007031081"
"E.Manuel",2014,"BUF",-0.0538045999857728,"-0.03503335"
"J.Cutler",2014,"CHI",-0.0347824267884742,"0.024452"
"R.Fitzpatrick",2014,"HOU",0.107672741004342,"0.005080782"
"R.Griffin",2014,"WAS",-0.123007857762069,"0.05191867"
"A.Smith",2014,"KC",0.0650356543056642,"-0.005172082"
"J.Locker",2014,"TEN",-0.189384267507482,"-0.01918389"
"T.Brady",2014,"NE",0.193741836845537,"0.01149135"
"R.Tannehill",2014,"MIA",0.0562237803363969,"0.03089639"
"J.McCown",2014,"TB",-0.13499402749004,"-0.03960975"
"T.Romo",2014,"DAL",0.279015774401139,"0.08132505"
"C.Kaepernick",2014,"SF",0.00389090324196503,"-0.005850901"
"A.Luck",2014,"IND",0.11007804169208,"-0.0007563936"
"P.Manning",2014,"DEN",0.219754231459691,"0.03802986"
"M.Stafford",2014,"DET",0.0905144444310152,"-0.02125718"
"E.Manning",2014,"NYG",0.0757731937045948,"0.007111047"
"C.Palmer",2014,"ARI",0.168219397882274,"0.009097129"
"P.Rivers",2014,"SD",0.152970314478708,"0.04608357"
"K.Cousins",2014,"WAS",0.0783609758441597,"-0.00234239"
"D.Stanton",2014,"ARI",0.00399960263634956,"-0.04656303"
"C.Newton",2014,"CAR",-0.0075358904363671,"-0.02000047"
"M.Glennon",2014,"TB",-0.0338831112713982,"-0.007354375"
"T.Bridgewater",2014,"MIN",-0.0146626972472416,"0.02261497"
"B.Bortles",2014,"JAC",-0.205133625569286,"-0.05263601"
"C.Whitehurst",2014,"TEN",0.010934309243366,"-0.0322078"
"Z.Mettenberger",2014,"TEN",-0.138163856068422,"-0.01847015"
"K.Orton",2014,"BUF",0.00827054974478534,"0.007233103"
"C.McCoy",2014,"WAS",-0.00231876056256223,"0.06894767"
"M.Sanchez",2014,"PHI",0.130939518233466,"0.01755254"
"B.Roethlisberger",2015,"PIT",0.194504746200361,"0.07649974"
"T.Brady",2015,"NE",0.180791637288282,"0.007156863"
"J.Cutler",2015,"CHI",0.108320465042226,"0.02400711"
"A.Rodgers",2015,"GB",-0.012167425627231,"-0.02119999"
"B.Hoyer",2015,"HOU",0.0718222853083316,"0.001218422"
"A.Smith",2015,"KC",0.0507252070575276,"0.005848593"
"R.Mallett",2015,"HOU",-0.116396171563564,"-0.07586758"
"R.Fitzpatrick",2015,"NYJ",0.107189165608078,"-0.02061955"
"J.McCown",2015,"CLE",-0.0119303474069235,"0.0004781153"
"J.Manziel",2015,"CLE",-0.113737554250755,"-0.04904662"
"A.Luck",2015,"IND",-0.0056089005496838,"-0.04912798"
"T.Taylor",2015,"BUF",0.0963159355641716,"0.03222594"
"K.Cousins",2015,"WAS",0.171651701797142,"0.06401148"
"R.Tannehill",2015,"MIA",-0.00143757174986863,"0.005394527"
"B.Bortles",2015,"JAC",0.0242761686861353,"-0.02460157"
"C.Newton",2015,"CAR",0.115504399524267,"-0.005693385"
"R.Wilson",2015,"SEA",0.259578725860438,"0.05690994"
"N.Foles",2015,"STL",-0.255331674804517,"-0.06312286"
"C.Palmer",2015,"ARI",0.305705836294401,"0.05003765"
"D.Brees",2015,"NO",0.189382699599137,"0.05152156"
"M.Stafford",2015,"DET",0.0607245879347761,"0.0261323"
"P.Rivers",2015,"SD",0.119979042560517,"0.02361372"
"M.Mariota",2015,"TEN",0.0204424850162111,"0.01422448"
"J.Winston",2015,"TB",0.0783371427266255,"-0.01330698"
"D.Carr",2015,"OAK",0.0163828451312975,"-0.01900818"
"A.Dalton",2015,"CIN",0.284685927673111,"0.03998795"
"J.Flacco",2015,"BAL",0.0147752085208154,"0.01816807"
"P.Manning",2015,"DEN",-0.0666032915131976,"-0.01528284"
"T.Romo",2015,"DAL",-0.0802153805123142,"0.05116163"
"E.Manning",2015,"NYG",0.10257934248767,"-0.004567711"
"S.Bradford",2015,"PHI",0.0176074876092158,"0.008628976"
"M.Ryan",2015,"ATL",0.163851429160236,"0.03084006"
"C.Kaepernick",2015,"SF",-0.0719439705068233,"-0.03749877"
"T.Bridgewater",2015,"MIN",-0.00131180632642783,"0.01305663"
"B.Weeden",2015,"DAL",-0.0371491429493029,NA
"M.Hasselbeck",2015,"IND",0.00597829511555285,"-0.02387498"
"Z.Mettenberger",2015,"TEN",-0.263632466217696,"-0.007814699"
"M.Cassel",2015,"DAL",-0.179630926298497,"-0.03971522"
"B.Gabbert",2015,"SF",-0.0852159272506163,"-0.01099794"
"B.Osweiler",2015,"DEN",-0.00765071745110817,"-0.003678741"
"C.Keenum",2015,"STL",0.0953582873164107,"-0.02889518"
"A.McCarron",2015,"CIN",0.182775659695635,"0.03958678"
"A.Davis",2015,"CLE",-0.250741241287472,NA
"K.Moore",2015,"DAL",0.0196651624852783,"-0.03506126"
"T.Siemian",2016,"DEN",-0.0144982767609311,"-0.0292749"
"C.Newton",2016,"CAR",-0.0376110834477094,"-0.06905503"
"M.Ryan",2016,"ATL",0.331678422236256,"0.07111565"
"J.Winston",2016,"TB",0.0998403745783809,"0.005301449"
"M.Mariota",2016,"TEN",0.0957872248631673,"0.006654646"
"C.Wentz",2016,"PHI",0.0212844260497419,"-0.009555888"
"R.Griffin",2016,"CLE",-0.128746703862168,"-0.02891601"
"R.Fitzpatrick",2016,"NYJ",-0.027153883770904,"-0.04170374"
"A.Dalton",2016,"CIN",0.0921100961256422,"0.01567968"
"D.Brees",2016,"NO",0.193217903060587,"0.07012101"
"D.Carr",2016,"OAK",0.139133143466726,"0.007344329"
"A.Smith",2016,"KC",0.0694321798101534,"0.02590363"
"P.Rivers",2016,"SD",0.0793513808889896,"-0.01980515"
"J.Flacco",2016,"BAL",-0.0173566843114465,"0.01535144"
"T.Taylor",2016,"BUF",0.070725867693753,"0.00351973"
"B.Osweiler",2016,"HOU",-0.105193751613085,"-0.02424896"
"J.Cutler",2016,"CHI",-0.141919046030656,"-0.023507"
"A.Rodgers",2016,"GB",0.186363596616786,"0.03847744"
"R.Wilson",2016,"SEA",0.0734450371252706,"0.02358515"
"R.Tannehill",2016,"MIA",0.0827290182717351,"0.05021547"
"D.Prescott",2016,"DAL",0.227656889556935,"0.04552433"
"E.Manning",2016,"NYG",-0.0168156773144736,"0.002536692"
"A.Luck",2016,"IND",0.122916998144251,"0.01309961"
"M.Stafford",2016,"DET",0.119073046907857,"0.02020952"
"C.Palmer",2016,"ARI",0.0509741842296883,"0.0003792721"
"K.Cousins",2016,"WAS",0.17356746283146,"0.05245509"
"B.Roethlisberger",2016,"PIT",0.175452013887453,"0.02673348"
"C.Keenum",2016,"LA",-0.0663535705162747,"-0.02484228"
"B.Gabbert",2016,"SF",-0.225640117884406,"-0.05676275"
"J.McCown",2016,"CLE",-0.0648158742198251,"-0.05334467"
"B.Bortles",2016,"JAX",-0.0738805501998697,"-0.03526544"
"S.Bradford",2016,"MIN",0.0978094890658285,"0.06491704"
"B.Hoyer",2016,"CHI",0.167092134922611,"0.0403885"
"C.Kessler",2016,"CLE",0.11549526851622,"0.02545642"
"T.Brady",2016,"NE",0.296281021139137,"0.04182946"
"C.Kaepernick",2016,"SF",-0.0617563535740586,"-0.03443915"
"M.Barkley",2016,"CHI",0.00262165994451241,"-0.001354084"
"B.Petty",2016,"NYJ",-0.241213187278433,"-0.05295846"
"J.Goff",2016,"LA",-0.420868371755596,"-0.09545697"
"T.Brady",2017,"NE",0.238696243934918,"0.04306137"
"A.Smith",2017,"KC",0.172217917135034,"0.03995977"
"T.Taylor",2017,"BUF",0.00812753395249629,"0.003600549"
"J.McCown",2017,"NYJ",0.034166483407684,"0.04875467"
"K.Cousins",2017,"WAS",0.0294733095006469,"0.01308563"
"C.Wentz",2017,"PHI",0.20990483896204,"-0.008187346"
"D.Carr",2017,"OAK",0.00824359264537005,"0.002383731"
"M.Mariota",2017,"TEN",-0.0649123297484247,"0.002359655"
"B.Bortles",2017,"JAX",0.0718306786551079,"-0.03225771"
"T.Savage",2017,"HOU",-0.184892530467572,"-0.05410343"
"D.Watson",2017,"HOU",0.140729937291684,"0.0287066"
"C.Palmer",2017,"ARI",-0.0419609145162389,"-0.0033235"
"M.Stafford",2017,"DET",0.0813264961160359,"0.02720203"
"D.Kizer",2017,"CLE",-0.288923867200499,"-0.07929673"
"B.Roethlisberger",2017,"PIT",0.181070974514963,"0.0288223"
"M.Ryan",2017,"ATL",0.17826643032162,"0.03036377"
"M.Glennon",2017,"CHI",-0.177975195637474,"0.01046426"
"A.Dalton",2017,"CIN",-0.0734535339361113,"-0.02366183"
"J.Flacco",2017,"BAL",-0.114696281001845,"-0.0002035471"
"J.Goff",2017,"LA",0.167960914588334,"-0.009223246"
"J.Brissett",2017,"IND",-0.0932171936368044,"-0.0431694"
"C.Newton",2017,"CAR",0.0148925094769829,"-0.03374118"
"B.Hoyer",2017,"SF",-0.114949338829185,"-0.04894392"
"R.Wilson",2017,"SEA",0.074220377755166,"0.01512755"
"A.Rodgers",2017,"GB",0.142799125088196,"0.01514472"
"D.Prescott",2017,"DAL",-0.0295157262715351,"0.003952489"
"E.Manning",2017,"NYG",-0.0766440270678375,"-0.01354728"
"D.Brees",2017,"NO",0.191704357787637,"0.07442499"
"T.Siemian",2017,"DEN",-0.147661718578832,"-0.03046079"
"P.Rivers",2017,"LAC",0.23591478627412,"0.003683953"
"J.Winston",2017,"TB",0.099628482214174,"0.04525417"
"R.Fitzpatrick",2017,"TB",0.077142810501002,"-0.01904748"
"C.Keenum",2017,"MIN",0.144519591988816,"0.03551654"
"J.Cutler",2017,"MIA",-0.0194386679190153,"-0.0004671854"
"B.Hundley",2017,"GB",-0.175786537141033,"-0.01417527"
"M.Trubisky",2017,"CHI",-0.120931179190709,"-0.03911451"
"C.Beathard",2017,"SF",-0.218502207059494,"-0.0846062"
"B.Osweiler",2017,"DEN",-0.103141218511836,"-0.05686579"
"M.Moore",2017,"MIA",-0.15750032174807,"-0.005989511"
"D.Stanton",2017,"ARI",-0.152403802733469,"-0.09775935"
"N.Foles",2017,"PHI",-0.2139822559568,"-0.06957101"
"B.Gabbert",2017,"ARI",-0.175544434839128,"-0.05245928"
"J.Garoppolo",2017,"SF",0.333507713330859,"0.0658009"
"T.Yates",2017,"HOU",-0.264362064401219,NA
"B.Petty",2017,"NYJ",-0.295581839679242,"-0.1280604"
"M.Ryan",2018,"ATL",0.183849038838102,"0.07213685"
"N.Foles",2018,"PHI",0.0634612265226532,"0.08027502"
"J.Flacco",2018,"BAL",0.0302035350448251,"-0.006946011"
"L.Jackson",2018,"BAL",-0.0403303585733197,"-0.0382478"
"J.Allen",2018,"BUF",-0.176197463531796,"-0.06438547"
"B.Bortles",2018,"JAX",-0.0818344116272254,"-0.0311209"
"E.Manning",2018,"NYG",0.0455181843313025,"0.02162245"
"D.Brees",2018,"NO",0.312800726999211,"0.1031039"
"R.Fitzpatrick",2018,"TB",0.183536788588494,"0.07334173"
"T.Brady",2018,"NE",0.167769589896408,"0.02563884"
"D.Watson",2018,"HOU",0.101174404098008,"0.06409127"
"K.Cousins",2018,"MIN",0.00967952566972774,"0.06625274"
"J.Garoppolo",2018,"SF",0.040306813964369,NA
"M.Mariota",2018,"TEN",0.0247127292639911,"0.05257154"
"R.Tannehill",2018,"MIA",-0.132479498579708,"0.01972273"
"B.Gabbert",2018,"TEN",-0.1295429835968,NA
"A.Luck",2018,"IND",0.172947139593978,"0.03923401"
"A.Dalton",2018,"CIN",0.0730016831875452,"-0.001832121"
"B.Roethlisberger",2018,"PIT",0.194261561164982,"0.04289625"
"P.Rivers",2018,"LAC",0.263855920420156,"0.04818136"
"P.Mahomes",2018,"KC",0.363667304653898,"0.04202688"
"C.Keenum",2018,"DEN",-0.0196271526171569,"-0.008181496"
"R.Wilson",2018,"SEA",0.141307897416925,"0.05449492"
"C.Newton",2018,"CAR",0.0900705805041654,"0.04997042"
"D.Prescott",2018,"DAL",0.050613380297866,"0.03951804"
"A.Smith",2018,"WAS",-0.0215436979876893,"0.007297022"
"A.Rodgers",2018,"GB",0.089295440509582,"0.008332311"
"M.Trubisky",2018,"CHI",0.116682943210169,"0.04533751"
"S.Darnold",2018,"NYJ",-0.0671708201039092,"-0.03202469"
"M.Stafford",2018,"DET",0.048677102694384,"0.01896239"
"D.Carr",2018,"OAK",-0.000730028384407402,"0.05798545"
"J.Goff",2018,"LA",0.205997150821832,"0.02970552"
